mean,skewness,std_freq,kurtosis_psd,env_peak_freq_1,env_peak_freq_2,env_peak_freq_3,group1_amplitude_PC1,group2_shape_PC1,group3_frequency_PC1,file_name
0.0415162791861825,0.0363784345826873,2714.355455575378,60.17529329890444,15.625,625.0,5125.0,-1.3059991746287543,-1.364623576389039,-1.755467109982226,A.mat
0.0677864344975555,0.070260323977447,2776.8996702716536,59.15608150366795,15.625,500.0,5000.0,-1.310856743042035,-1.2620687576888614,-1.459592735342205,A.mat
0.0505859965434158,0.0644989823567951,2681.196329609459,146.7234309147434,15.625,3000.0,62.5,-1.330111744677893,-1.2221467957100673,-2.2358675220882915,A.mat
0.0521062450499618,0.0201662122118859,2717.4567903307907,331.58462391429646,15.625,671.875,2906.25,-1.3237200800274271,-1.3231710559960839,-2.1653196101427508,A.mat
0.059414937284764,0.0189895722813308,2655.6474509768123,110.8531845900686,15.625,93.75,78.125,-1.3148093132523728,-1.3459105498096369,-2.084536265911242,A.mat
0.0405333960743988,0.0920384720812091,2687.986785667075,169.9719558815172,15.625,390.625,3375.0,-1.317707576867674,-1.2045983924205625,-2.2936161965271515,A.mat
0.0376768895154083,0.1820028907583147,2668.167095235664,65.20927004961752,15.625,406.25,3125.0,-1.3187792513290462,-1.0667249556389553,-1.7962399434422296,A.mat
0.0399005181954467,0.1379621982854063,2693.573963883572,46.95195540100418,15.625,4562.5,171.875,-1.3145648406427937,-1.069582361168762,-1.8395524280003615,A.mat
0.0296294290621841,0.1216466574313051,2656.42067264769,56.57577355677815,15.625,3984.375,4875.0,-1.296837367929525,-1.1651141566511671,-2.0206630221410067,A.mat
0.0038520789574707,0.0402237604716165,2594.882879268843,62.62569352876995,15.625,93.75,390.625,-1.2908858645327734,-1.179520279043932,-1.8268002365363096,A.mat
0.0308222183676803,0.0012872310905277,2799.0787584048608,98.5334779894982,15.625,781.25,156.25,-1.3071548398524904,-1.3326869696104893,-1.5441594066021074,A.mat
0.0665645676092725,0.0496763477541605,2707.545136435877,185.2675047126909,15.625,3328.125,140.625,-1.2844897323930418,-1.1013777128757232,-1.8030151784712847,A.mat
0.0186794091574292,0.0129295555519388,2746.3609091399726,190.78834243672617,15.625,3078.125,421.875,-1.2899036708604545,-1.079511292997769,-2.1206129623181846,A.mat
-0.0017007638991272,0.0269742093792214,2611.804113958822,142.28519144835727,15.625,3625.0,765.625,-1.3258172517590863,-1.2796844454823735,-2.1421620335045795,A.mat
0.0071140079344833,0.0406121339567412,2676.038190212731,74.77961572676989,15.625,31.25,4890.625,-1.3338003903276578,-1.1980642510113892,-2.261751508895513,A.mat
-0.0109423826344406,0.0503364430845104,2750.498543058288,66.35165788363267,15.625,1250.0,4156.25,-1.3084273664127546,-1.257602806791925,-1.8071650588833978,A.mat
0.0116982314026916,0.0298441563322128,2681.984293452441,202.57653373406603,15.625,812.5,828.125,-1.2901425200284693,-1.3314731401414959,-2.0261153233200404,A.mat
0.0175605314181411,-0.0393722324848243,2747.224092978953,96.40789510228464,15.625,296.875,921.875,-1.314190640799471,-1.2649290185568038,-1.8608522637248763,A.mat
0.0032605441716277,0.0376293471997746,2784.669473219752,38.0164387504757,15.625,1500.0,1515.625,-1.3239281967892396,-1.3956195328870062,-1.7907409867221145,A.mat
0.0075961614905441,-0.0008591695766725,2699.7473752544274,95.4523209764961,15.625,62.5,78.125,-1.311220762632195,-1.1257016535590079,-2.0699336710917926,A.mat
-0.012348047800151,-0.0783261024734108,2729.2144630407006,90.128556941135,15.625,3093.75,1062.5,-1.3247310299799664,-1.0690597393582861,-1.9185665925433404,A.mat
0.009403073695668,0.0328767731047019,2705.292861020356,120.74981558044982,15.625,9296.875,250.0,-1.3130065924382206,-1.1571890229925361,-1.732335813505489,A.mat
-0.005023817681018,0.0111247351691574,2767.6367888650343,190.94868333417796,15.625,1093.75,1109.375,-1.3006065548729333,-1.2128174972984658,-1.6466052771187913,A.mat
0.0173796896102035,0.0060579235377978,2759.038638299031,46.41167663289944,15.625,62.5,78.125,-1.3191921577264334,-1.3069764645211088,-1.9434056446047954,A.mat
0.063099127091893,0.0144367720830845,2761.9749647571584,44.61639915581276,15.625,62.5,3703.125,-1.311948877634015,-1.3141844244582488,-1.6367962838592394,A.mat
-0.0041588024206636,-0.0050777346773939,2741.911443535756,202.92896283060475,15.625,62.5,3812.5,-1.2729221111253493,-1.1908877728995273,-1.970197468272743,A.mat
0.0054883953562813,-0.0562355041002157,2777.2575946563466,66.46323237487589,15.625,78.125,140.625,-1.2503062895826402,-1.264823681460059,-1.9575232163996592,A.mat
0.0175201164857873,0.0201338147589294,2861.3792806847505,391.5021183157753,15.625,62.5,578.125,-1.2789963066381207,-1.1707480795454666,-2.0920191448391887,A.mat
0.007684752876132,0.1340192867232743,2864.2893446329945,113.98884626544915,15.625,1062.5,500.0,-1.3426136982258972,-1.2322537670380327,-1.80400867722296,A.mat
0.031482612676152,0.0396311459011038,2700.793195242688,26.810509735711523,15.625,2265.625,125.0,-1.3497259987835573,-1.12126322327289,-1.5303491167477064,A.mat
0.0394672371037567,0.0631169484974686,2766.5785282226125,24.51474761882584,15.625,46.875,156.25,-1.326246848474345,-1.1894059920664597,-1.4739777315531861,A.mat
0.0811089724566543,0.0201129417489993,2778.2056682447173,88.2308517975286,15.625,484.375,2890.625,-1.3395238907236013,-1.2520348460730493,-1.874497938327641,A.mat
0.0562298763434493,0.0060345644548234,2673.3790397825187,49.03073575817288,15.625,31.25,484.375,-1.3469329359820401,-1.2587641270295475,-2.1002675004915603,A.mat
0.0282245852824294,0.0798238054373463,2665.8868911905656,76.36766691327662,15.625,3031.25,1296.875,-1.3219256197209779,-0.9590803318872273,-1.9868988265700742,A.mat
0.0559247999096954,0.0205007035939694,2598.79362009798,115.94826929248715,15.625,78.125,171.875,-1.3139249830116597,-1.0488184090845587,-2.448678571927399,A.mat
0.0114561963410461,-0.0182076831990904,2669.951208205368,73.73225494216341,15.625,78.125,5234.375,-1.3085954613017936,-1.1873816032453153,-1.8969926174514173,A.mat
0.0345751992486083,0.0404332521994539,2734.3418019989326,62.584530347283525,15.625,31.25,5156.25,-1.306347829594077,-1.1395295415831774,-1.973117292016093,A.mat
0.0724743579426848,0.0378952875959169,2712.485202071067,108.02827696048044,15.625,3140.625,218.75,-1.3120672327625014,-1.2120277752903454,-1.7597789603455998,A.mat
0.0020489314379775,0.0624354630313263,2759.5429779782016,57.06681557548755,15.625,4937.5,3187.5,-1.3233800330409433,-1.2142154092843918,-1.7745356171339548,A.mat
0.0055130582577789,0.0631672880372552,2702.085359832012,41.51373837979828,15.625,125.0,93.75,-1.3146016680899741,-0.9705813621508328,-1.3865061056275751,A.mat
0.0173000151724899,-0.0161521872003129,2851.2706214290524,375.5406986531585,15.625,796.875,109.375,-1.300625187495713,-0.9830467724308312,-1.8748706901665984,A.mat
0.0045607981396759,0.0174519678933889,2605.5001277717,108.642347256685,15.625,1062.5,5062.5,-1.2991469557822142,-1.0989171005194058,-2.3363075158492004,A.mat
0.024259344580754,0.0306879895766029,2711.572695131545,158.60209371965257,15.625,171.875,156.25,-1.3034465573993799,-1.3373165586290303,-2.3520436161261165,A.mat
0.0144652753413284,-0.007084639831374,2618.779022072753,43.42726921921952,15.625,3640.625,218.75,-1.3134117440062831,-1.3259040732604201,-1.9284190466764959,A.mat
0.0337832462895477,0.1119623129488362,2645.6331738597623,36.88691469908311,15.625,187.5,203.125,-1.3192562112800628,-1.2219434759701184,-1.9399631098796573,A.mat
0.0585999855189407,0.1595793373682506,2784.9998482034403,32.94218572947293,15.625,156.25,328.125,-1.3125780137364413,-1.115305566943722,-1.540302281450141,A.mat
0.0064745589678848,0.0891377340409559,2765.49606517362,120.34436051289536,15.625,281.25,171.875,-1.3127254474995653,-1.134625839320884,-1.9124014852763822,A.mat
-0.0271136924347793,0.0442270994902001,2665.9115550181427,53.97872573734527,15.625,312.5,156.25,-1.297240587253353,-1.1884900912612633,-2.0011295786109224,A.mat
