file_name,mean,std,rms,peak_to_peak,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,variance,freq_centroid,rms_freq,std_freq,kurtosis_psd,env_peak_freq_1,env_peak_freq_2,env_peak_freq_3
A.mat,0.041516279186182524,3.4515211473899305,3.4517708255788606,23.76581915859375,-0.02951740859376395,0.036378434582687386,3.4710368638440814,1.2492503149412644,4.336193895329957,11.912998230879904,4283.491238389182,5071.096797396863,2714.355455575378,60.175293298904435,15.625,625.0,5125.0
A.mat,0.06778643449755553,3.386118074695281,3.386796512411096,24.558975721875,0.025860696297729024,0.070260323977447,3.771818087562863,1.254846209849442,4.733051631419829,11.465795615778074,4549.646387134135,5330.145779124386,2776.8996702716536,59.15608150366795,15.625,500.0,5000.0
A.mat,0.05058599654341581,3.267768182153712,3.2681597016275794,21.8792336109375,-0.020110104086356717,0.06449898235679517,3.908738100541786,1.2554572234112877,4.907253482748102,10.678308892296176,3827.089506583594,4672.839377649684,2681.196329609459,146.7234309147434,15.625,3000.0,62.5
A.mat,0.052106245049961815,3.3169221776191873,3.3173314264865392,22.363005844921872,-0.035477348053337465,0.0201662122118859,3.6148747229820324,1.2488404545223983,4.5144017920904105,11.001972732382011,3884.2225802848297,4740.438424925426,2717.4567903307907,331.58462391429646,15.625,671.875,2906.25
A.mat,0.059414937284764095,3.386429595592931,3.3869507732886013,22.991166778125,-0.043820443269102505,0.018989572281330865,3.540570360789919,1.2486240997622897,4.420841479386358,11.467905405907702,3982.979605338385,4787.127522891066,2655.6474509768123,110.85318459006861,15.625,93.75,78.125
A.mat,0.04053339607439882,3.327045934103068,3.3272928340963737,24.31645878046875,0.04501025785953594,0.09203847208120916,4.002361736014891,1.2492080808420736,4.999782623082912,11.069234647631754,3768.201569350197,4628.673246965495,2687.986785667075,169.9719558815172,15.625,390.625,3375.0
A.mat,0.037676889515408346,3.28506542026312,3.285281474000678,25.633339790625,0.16452407235329858,0.18200289075831472,4.440731189797927,1.250839268135332,5.554640951432581,10.791654815408512,4258.104507233773,5024.994491800254,2668.167095235664,65.20927004961752,15.625,406.25,3125.0
A.mat,0.039900518195446794,3.3251624734865866,3.325401859390185,25.633339790625,0.07870717708386854,0.13796219828540635,4.387154553265172,1.2587382351056478,5.522279179512709,11.056705475083435,4208.613158028062,4996.77550154481,2693.5739638835717,46.95195540100418,15.625,4562.5,171.875
A.mat,0.029629429062184152,3.4838498309105894,3.483975824744238,26.035245033984374,0.17907974086950063,0.1216466574313051,4.044230044784963,1.2597310620128268,5.094642209341144,12.137209644335742,4044.755241528035,4839.071786400623,2656.42067264769,56.57577355677815,15.625,3984.375,4875.0
A.mat,0.0038520789574707053,3.540272464312919,3.54027455998607,26.035245033984374,0.2550842371851605,0.04022376047161654,3.979917225908761,1.2604963306298305,5.016671059468447,12.533529121572268,4250.46415758227,4979.946055130931,2594.882879268843,62.62569352876995,15.625,93.75,390.625
A.mat,0.030822218367680346,3.451780723509385,3.451918332222835,23.301672573046872,0.06610805551701837,0.0012872310905277403,3.4982192261347342,1.2592051785430836,4.404975765227836,11.914790163190975,4461.709009021087,5267.03798893963,2799.0787584048608,98.5334779894982,15.625,781.25,156.25
A.mat,0.0665645676092725,3.556430815325418,3.5570536945423283,27.871364628515625,0.12620716885229477,0.04967634775416056,4.2577030345332965,1.2609769922678218,5.368865566455375,12.648200144196217,4239.6507693457925,5030.451203605094,2707.545136435877,185.26750471269094,15.625,3328.125,140.625
A.mat,0.018679409157429227,3.505441775335715,3.505491543363823,27.871364628515625,0.17636497502662163,0.012929555551938827,4.320329437941796,1.261575519605258,5.450421855537313,12.288122040268808,3918.4755632964198,4785.075650750292,2746.3609091399726,190.78834243672617,15.625,3078.125,421.875
A.mat,-0.0017007638991272112,3.2891594717840817,3.2891599115009265,22.6939783875,0.0716050293951227,0.02697420937922144,3.6532944293437124,1.2625660025115228,4.612525343654107,10.81857003082694,3940.8256323748565,4727.7507754189955,2611.804113958822,142.28519144835727,15.625,3625.0,765.625
A.mat,0.007114007934483333,3.1719158196272343,3.1719237973050993,24.394540824609372,0.11084492808145541,0.0406121339567412,3.9024491235316225,1.2655374792990945,4.93869562688717,10.061049966801509,3803.4364049769015,4650.517055358537,2676.038190212731,74.77961572676989,15.625,31.25,4890.625
A.mat,-0.010942382634440605,3.3944908361432615,3.3945084728717787,25.181669510156247,0.09435441955427848,0.050336443084510456,3.7717974103691367,1.255673670930896,4.736146700285861,11.522568036660578,4222.421467150128,5039.2544370785645,2750.498543058288,66.35165788363267,15.625,1250.0,4156.25
A.mat,0.011698231402691665,3.5826043387248934,3.582623437715494,24.564162500390623,0.08301454326036284,0.029844156332212806,3.573749373899625,1.2483587210530644,4.461321197765526,12.835053847850432,4031.4331656678783,4842.054638226681,2681.984293452441,202.57653373406603,15.625,812.5,828.125
A.mat,0.017560531418141165,3.360875752682038,3.3609216291412904,24.304122658593748,0.1291317309355957,-0.039372232484824354,3.7321186893791984,1.2571563715751348,4.691856789827701,11.295485824966057,4171.390324077879,4994.771011052918,2747.224092978953,96.40789510228464,15.625,296.875,921.875
A.mat,0.003260544171627796,3.3319519578621994,3.3319535531951883,21.666014958984377,0.04579430771696069,0.03762934719977463,3.264830126010159,1.2627708816183518,4.122732416556003,11.101903849501744,4227.694729443603,5062.3894358738535,2784.669473219752,38.0164387504757,15.625,1500.0,1515.625
A.mat,0.007596161490544125,3.370198886165202,3.3702074467276577,25.088728046484377,0.2068491709436655,-0.0008591695766725543,4.216495848451094,1.253552375701188,5.285598387960065,11.358240532309168,3983.142740917154,4811.86678792277,2699.7473752544274,95.4523209764961,15.625,62.5,78.125
A.mat,-0.012348047800151073,3.235886891514433,3.2359104513195995,25.325777842968748,0.2885161546086126,-0.07832610247341082,4.391489171695442,1.2542791509225721,5.5081533095598285,10.470963974674941,4121.019906776998,4942.814649298802,2729.2144630407006,90.12855694113499,15.625,3093.75,1062.5
A.mat,0.009403073695668014,3.3630039191631633,3.3630170647949025,24.68317803984375,0.14826768960645342,0.03287677310470197,4.046548180995866,1.2638591098507355,5.114266782001548,11.309795360306795,4308.536184590228,5087.444694324551,2705.2928610203558,120.74981558044982,15.625,9296.875,250.0
A.mat,-0.005023817681018082,3.480694997007213,3.4806986225375987,24.68317803984375,0.08873829277105205,0.011124735169157454,3.9097353899265572,1.2577066299541615,4.91730012127705,12.115237662191042,4372.4015716004305,5174.718243384182,2767.6367888650343,190.94868333417793,15.625,1093.75,1109.375
